,Date,Latitude,Longitude,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
0,1901-01-16,39.1467,117.2056,28.80000114440918,10.19999980926514,29.04999923699074,0.800000011920929,14.69999980926514,-8.300000190734863,-3.200000047683716,1.899999976158142,3.200000047683716,4.839999675995371
1,1901-02-15,39.1467,117.2056,37.5,10.30000019073486,26.180000305,1.300000071525574,0.0,-8.199999809265137,-3.0,2.200000047683716,2.400000095367432,0.08999999599537037
2,1901-03-16,39.1467,117.2056,45.0,11.0,18.19000053399305,2.299999952316284,0.0,-0.1000000014901161,5.400000095367432,10.90000057220459,5.0,0.0
3,1901-04-16,39.1467,117.2056,50.0,11.90000057220459,1.169999956990741,3.700000047683716,18.10000038146973,7.700000286102295,13.60000038146973,19.60000038146973,8.699999809265137,4.940000056990741
4,1901-05-16,39.1467,117.2056,51.29999923706055,12.19999980926514,0.0,4.599999904632568,59.60000228881836,13.10000038146973,19.20000076293945,25.30000114440918,13.0,7.549999713993055
5,1901-06-16,39.1467,117.2056,56.29999923706055,11.10000038146973,0.0,5.0,42.60000228881836,19.10000038146973,24.60000038146973,30.20000076293945,19.5,7.529999732997685
6,1901-07-16,39.1467,117.2056,66.30000305175781,8.5,0.0,3.900000095367432,163.9000091552734,21.5,25.70000076293945,30.0,26.5,13.71999931299768
7,1901-08-16,39.1467,117.2056,60.0,8.5,0.0,3.700000047683716,197.8000030517578,21.20000076293945,25.39999961853027,29.70000076293945,25.5,13.64999961899306
8,1901-09-16,39.1467,117.2056,44.70000076293945,10.30000019073486,0.0,3.299999952316284,47.20000076293945,16.20000076293945,21.30000114440918,26.5,18.0,7.96999979
9,1901-10-16,39.1467,117.2056,40.0,10.80000019073486,0.1899999979976852,2.299999952316284,3.100000143051147,9.100000381469727,14.5,19.89999961853027,10.80000019073486,0.6399999859953703
10,1901-11-16,39.1467,117.2056,35.0,9.800000190734863,13.72999954199074,1.399999976158142,13.60000038146973,1.399999976158142,6.300000190734863,11.19999980926514,6.099999904632568,6.60999965699074
11,1901-12-16,39.1467,117.2056,30.0,9.40000057220459,27.67000007599537,0.9000000357627869,7.599999904632568,-6.5,-1.800000071525574,2.900000095367432,3.299999952316284,3.689999818993056
12,1902-01-16,39.1467,117.2056,28.80000114440918,10.19999980926514,27.13999939,1.0,1.700000047683716,-5.900000095367432,-0.800000011920929,4.300000190734863,3.700000047683716,1.809999942997685
13,1902-02-15,39.1467,117.2056,37.5,10.30000019073486,23.92000007599537,1.399999976158142,8.100000381469727,-5.200000286102295,0.0,5.200000286102295,3.600000143051147,4.139999865995371
14,1902-03-16,39.1467,117.2056,45.0,11.0,14.44999980899306,2.799999952316284,40.0,1.300000071525574,6.800000190734863,12.30000019073486,3.900000095367432,7.329999923993056
15,1902-04-16,39.1467,117.2056,50.29999923706055,11.90000057220459,1.719999908993056,3.5,2.799999952316284,7.200000286102295,13.10000038146973,19.10000038146973,8.90000057220459,2.169999837997685
16,1902-05-16,39.1467,117.2056,51.29999923706055,12.19999980926514,0.0,4.800000190734863,9.300000190734863,13.60000038146973,19.70000076293945,25.80000114440918,13.0,3.169999837997685
17,1902-06-16,39.1467,117.2056,56.20000076293945,11.10000038146973,0.0,4.900000095367432,31.5,18.60000038146973,24.10000038146973,29.70000076293945,19.0,6.629999637997686
18,1902-07-16,39.1467,117.2056,66.30000305175781,8.5,0.0,4.0,75.0999984741211,21.39999961853027,25.60000038146973,29.89999961853027,25.0,9.75
19,1902-08-16,39.1467,117.2056,60.0,8.5,0.0,3.600000143051147,67.0999984741211,20.30000114440918,24.5,28.80000114440918,23.89999961853027,8.260000228993055
20,1902-09-16,39.1467,117.2056,44.79999923706055,10.30000019073486,0.0,3.400000095367432,27.80000114440918,15.69999980926514,20.80000114440918,26.0,16.30000114440918,6.299999713993055
21,1902-10-16,39.1467,117.2056,39.90000152587891,10.80000019073486,0.0,2.5,2.799999952316284,10.90000057220459,16.30000114440918,21.70000076293945,12.0,2.440000056990741
22,1902-11-16,39.1467,117.2056,35.0,9.800000190734863,8.039999961990741,1.5,9.600000381469727,3.700000047683716,8.600000381469727,13.5,7.200000286102295,5.75
23,1902-12-16,39.1467,117.2056,30.0,9.40000057220459,26.09000015299768,0.800000011920929,0.4000000059604645,-4.800000190734863,-0.1000000014901161,4.599999904632568,4.099999904632568,0.1899999979976852
24,1903-01-16,39.1467,117.2056,28.80000114440918,10.19999980926514,28.90999984699074,0.800000011920929,0.4000000059604645,-8.100000381469727,-3.0,2.100000143051147,3.299999952316284,0.1999999879976852
25,1903-02-15,39.1467,117.2056,37.5,10.30000019073486,24.01000022899306,1.300000071525574,0.0,-5.300000190734863,-0.1000000014901161,5.099999904632568,3.799999952316284,0.0
26,1903-03-16,39.1467,117.2056,45.0,11.0,15.78999996199074,2.299999952316284,13.60000038146973,0.800000011920929,6.300000190734863,11.80000019073486,5.700000286102295,4.549999713993055
27,1903-04-16,39.1467,117.2056,50.29999923706055,11.90000057220459,0.7999999519907407,3.799999952316284,4.400000095367432,8.100000381469727,14.0,20.0,8.90000057220459,2.180000066990741
28,1903-05-16,39.1467,117.2056,51.29999923706055,12.19999980926514,0.0,4.700000286102295,4.5,13.69999980926514,19.80000114440918,25.89999961853027,13.40000057220459,2.210000037997685
29,1903-06-16,39.1467,117.2056,56.29999923706055,11.10000038146973,0.0,5.200000286102295,36.70000076293945,19.10000038146973,24.60000038146973,30.20000076293945,17.89999961853027,7.25
