,Date,Latitude,Longitude,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
386,1933-03-16,37.1653,122.4867,52.90000152587891,6.200000286102295,23.32999992399306,1.700000047683716,14.80000019073486,-2.299999952316284,0.800000011920929,3.900000095367432,3.900000095367432,4.730000018993056
387,1933-04-16,37.1653,122.4867,54.5,6.599999904632568,4.48999977099537,2.900000095367432,53.60000228881836,5.400000095367432,8.699999809265137,12.0,6.800000190734863,8.22999954199074
388,1933-05-16,37.1653,122.4867,51.29999923706055,8.100000381469727,0.0,4.0,112.0,10.90000057220459,14.90000057220459,19.0,10.0,11.25
389,1933-06-16,37.1653,122.4867,58.79999923706055,6.900000095367432,0.0,3.900000095367432,75.0,15.90000057220459,19.30000114440918,22.80000114440918,16.10000038146973,10.61999988599537
390,1933-07-16,37.1653,122.4867,68.20000457763672,5.599999904632568,0.0,3.799999952316284,114.2000045776367,21.0,23.80000114440918,26.60000038146973,22.60000038146973,12.80999946599537
391,1933-08-16,37.1653,122.4867,59.90000152587891,5.400000095367432,0.0,3.5,109.5,20.89999961853027,23.60000038146973,26.30000114440918,23.80000114440918,10.42000007599537
392,1933-09-16,37.1653,122.4867,50.40000152587891,6.099999904632568,0.0,3.400000095367432,58.90000152587891,18.30000114440918,21.30000114440918,24.39999961853027,18.39999961853027,6.599999905
393,1933-10-16,37.1653,122.4867,44.79999923706055,5.5,0.0,2.799999952316284,15.69999980926514,12.90000057220459,15.60000038146973,18.39999961853027,10.60000038146973,4.099999905
394,1933-11-16,37.1653,122.4867,42.5,6.5,4.48999977099537,2.0,8.90000057220459,5.400000095367432,8.600000381469727,11.90000057220459,6.599999904632568,4.449999808993056
395,1933-12-16,37.1653,122.4867,38.0,5.099999904632568,17.12999916099537,1.100000023841858,34.60000228881836,0.300000011920929,2.799999952316284,5.400000095367432,5.200000286102295,9.97999954199074
396,1934-01-16,37.1653,122.4867,35.90000152587891,4.900000095367432,28.31999969498843,0.800000011920929,2.600000143051147,-7.300000190734863,-4.800000190734863,-2.400000095367432,2.900000095367432,2.319999932997685
397,1934-02-15,37.1653,122.4867,39.90000152587891,5.200000286102295,21.90999984699074,1.399999976158142,3.5,-3.100000143051147,-0.5,2.100000143051147,3.700000047683716,2.089999913993056
398,1934-03-16,37.1653,122.4867,46.60000228881836,5.800000190734863,19.23999977099537,2.200000047683716,18.10000038146973,-0.5,2.400000095367432,5.300000190734863,3.600000143051147,4.42000007599537
399,1934-04-16,37.1653,122.4867,54.10000228881836,6.900000095367432,6.48999977099537,3.0,21.20000076293945,4.400000095367432,7.800000190734863,11.30000019073486,5.800000190734863,5.349999905
400,1934-05-16,37.1653,122.4867,53.0,7.900000095367432,0.0,4.0,31.30000114440918,11.60000038146973,15.5,19.5,10.60000038146973,6.349999905
401,1934-06-16,37.1653,122.4867,56.20000076293945,7.099999904632568,0.0,4.099999904632568,151.1999969482422,15.40000057220459,18.89999961853027,22.5,14.69999980926514,14.42999935199074
402,1934-07-16,37.1653,122.4867,71.0999984741211,5.0,0.0,3.200000047683716,207.6999969482422,20.30000114440918,22.80000114440918,25.30000114440918,23.89999961853027,16.69999885599537
403,1934-08-16,37.1653,122.4867,64.30000305175781,5.400000095367432,0.0,3.200000047683716,219.3000030517578,20.80000114440918,23.5,26.20000076293945,25.0,13.96999931299768
404,1934-09-16,37.1653,122.4867,55.40000152587891,5.099999904632568,0.0,3.100000143051147,132.9000091552734,18.20000076293945,20.70000076293945,23.30000114440918,18.5,9.920000075995372
405,1934-10-16,37.1653,122.4867,40.90000152587891,6.5,0.0,2.700000047683716,32.79999923706055,11.5,14.69999980926514,18.0,10.5,6.379999637997686
406,1934-11-16,37.1653,122.4867,45.90000152587891,6.400000095367432,5.059999942997685,2.0,21.30000114440918,5.099999904632568,8.300000190734863,11.5,6.300000190734863,6.589999675995371
407,1934-12-16,37.1653,122.4867,42.20000076293945,5.400000095367432,14.44999980899306,1.200000047683716,38.10000228881836,1.300000071525574,4.0,6.700000286102295,5.599999904632568,10.17999935199074
408,1935-01-16,37.1653,122.4867,40.0,4.599999904632568,23.44999885599537,1.100000023841858,11.40000057220459,-2.400000095367432,-0.1000000014901161,2.200000047683716,4.0,6.38999986599537
409,1935-02-15,37.1653,122.4867,42.20000076293945,6.0,19.21999931299769,1.600000023841858,0.800000011920929,-1.300000071525574,1.700000047683716,4.700000286102295,4.099999904632568,0.74000001
410,1935-03-16,37.1653,122.4867,46.79999923706055,7.099999904632568,12.32999992399306,2.400000095367432,6.599999904632568,2.100000143051147,5.599999904632568,9.199999809265137,4.900000095367432,2.819999932997685
411,1935-04-16,37.1653,122.4867,51.79999923706055,7.5,3.27999997099537,3.400000095367432,11.5,6.099999904632568,9.800000190734863,13.60000038146973,6.099999904632568,3.669999837997685
412,1935-05-16,37.1653,122.4867,50.20000076293945,8.600000381469727,0.0,4.5,66.0999984741211,10.80000019073486,15.10000038146973,19.39999961853027,8.300000190734863,8.970000266990741
413,1935-06-16,37.1653,122.4867,55.29999923706055,7.200000286102295,0.0,4.400000095367432,75.5,15.5,19.10000038146973,22.70000076293945,13.40000057220459,10.35999965699074
414,1935-07-16,37.1653,122.4867,69.5999984741211,5.599999904632568,0.0,3.5,255.1999969482422,20.0,22.80000114440918,25.60000038146973,22.39999961853027,18.29999923699074
415,1935-08-16,37.1653,122.4867,57.10000228881836,5.599999904632568,0.0,3.799999952316284,73.0999984741211,21.80000114440918,24.60000038146973,27.39999961853027,24.39999961853027,8.579999923993055
416,1935-09-16,37.1653,122.4867,44.40000152587891,6.5,0.0,3.900000095367432,32.79999923706055,18.39999961853027,21.60000038146973,24.89999961853027,16.20000076293945,4.940000056990741
417,1935-10-16,37.1653,122.4867,39.40000152587891,6.5,0.0,3.0,89.80000305175781,14.10000038146973,17.30000114440918,20.60000038146973,12.10000038146973,10.18999958
418,1935-11-16,37.1653,122.4867,54.0,5.599999904632568,3.949999808993056,1.800000071525574,65.20000457763672,5.700000286102295,8.5,11.30000019073486,7.099999904632568,11.25999927498843
419,1935-12-16,37.1653,122.4867,43.5,5.099999904632568,24.48999977099537,1.200000047683716,9.100000381469727,-3.299999952316284,-0.699999988079071,1.899999976158142,3.299999952316284,4.730000018993056
420,1936-01-16,37.1653,122.4867,34.70000076293945,5.5,28.47999954199074,0.9000000357627869,7.5,-7.5,-4.700000286102295,-2.0,2.700000047683716,4.639999865995371
421,1936-02-15,37.1653,122.4867,46.20000076293945,4.400000095367432,25.03999900799769,1.100000023841858,6.0,-5.5,-3.299999952316284,-1.100000023841858,3.100000143051147,3.769999980995371
422,1936-03-16,37.1653,122.4867,45.90000152587891,6.200000286102295,24.02999877899305,2.0,11.19999980926514,-2.900000095367432,0.2000000029802322,3.299999952316284,3.0,4.179999827997685
423,1936-04-16,37.1653,122.4867,55.5,6.300000190734863,5.25999975199074,3.0,60.70000076293945,5.0,8.100000381469727,11.30000019073486,5.800000190734863,8.630000113993056
424,1936-05-16,37.1653,122.4867,55.0,7.599999904632568,0.0,4.0,45.90000152587891,10.30000019073486,14.10000038146973,17.89999961853027,8.90000057220459,7.409999846990742
425,1936-06-16,37.1653,122.4867,60.0,6.800000190734863,0.0,4.0,29.0,15.60000038146973,19.0,22.39999961853027,15.0,6.799999713993055
